city_id;city_name;department_id
city_5001;Medellín;department_5
city_5002;Abejorral;department_5
city_5004;Abriaquí;department_5
city_5021;Alejandría;department_5
city_503;Amagá;department_5
city_5031;Amalfi;department_5
city_5034;Andes;department_5
city_5036;Angelópolis;department_5
city_5038;Angostura;department_5
city_15047;Aquitania;department_15
city_504;Anorí;department_5
city_50004;Lejanías;department_50
city_5051;Arboletes;department_5
city_5055;Argelia;department_5
city_5042;Santafé de Antioquia;department_5
city_5079;Barbosa;department_5
city_5088;Bello;department_5
city_5091;Betania;department_5
city_5093;Betulia;department_5
city_5101;Ciudad Bolívar;department_5
city_5107;Briceño;department_5
city_5113;Buriticá;department_5
city_512;Cáceres;department_5
city_5125;Caicedo;department_5
city_5129;Caldas;department_5
city_5134;Campamento;department_5
city_5138;Cañasgordas;department_5
city_5142;Caracolí;department_5
city_5145;Caramanta;department_5
city_5147;Carepa;department_5
city_515;Carolina;department_5
city_5154;Caucasia;department_5
city_5172;Chigorodó;department_5
city_519;Cisneros;department_5
city_5197;Cocorná;department_5
city_5206;Concepción;department_5
city_5209;Concordia;department_5
city_5212;Copacabana;department_5
city_5234;Dabeiba;department_5
city_5237;Don Matías;department_5
city_524;Ebéjico;department_5
city_525;El Bagre;department_5
city_5264;Entrerrios;department_5
city_5266;Envigado;department_5
city_5282;Fredonia;department_5
city_5306;Giraldo;department_5
city_5308;Girardota;department_5
city_531;Gómez Plata;department_5
city_5315;Guadalupe;department_5
city_5318;Guarne;department_5
city_5321;Guatapé;department_5
city_5347;Heliconia;department_5
city_5353;Hispania;department_5
city_536;Itagui;department_5
city_5361;Ituango;department_5
city_5086;Belmira;department_5
city_5368;Jericó;department_5
city_5376;La Ceja;department_5
city_538;La Estrella;department_5
city_539;La Pintada;department_5
city_54;La Unión;department_5
city_5411;Liborina;department_5
city_5044;Anza;department_5
city_544;Marinilla;department_5
city_5467;Montebello;department_5
city_5475;Murindó;department_5
city_545;Apartadó;department_5
city_5483;Nariño;department_5
city_549;Necoclí;department_5
city_5495;Nechí;department_5
city_5501;Olaya;department_5
city_5541;Peñol;department_5
city_5543;Peque;department_5
city_5576;Pueblorrico;department_5
city_5579;Puerto Berrío;department_5
city_5585;Puerto Nare;department_5
city_5591;Puerto Triunfo;department_5
city_5604;Remedios;department_5
city_5607;Retiro;department_5
city_5615;Rionegro;department_5
city_5628;Sabanalarga;department_5
city_5631;Sabaneta;department_5
city_5642;Salgar;department_5
city_5652;San Francisco;department_5
